"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
125	-109.286539	38.348488	-3.446671	0.271978	-0.704175	-0.655870	-0.635717	-0.643141	0.426888	-0.722421	0.300844	-0.622576
126	-108.800586	36.935050	-4.775125	0.213098	-0.709078	-0.672159	-0.577160	-0.646454	0.498982	-0.788337	0.281611	-0.547010
127	-108.437837	35.513166	-6.133509	0.148615	-0.712512	-0.685741	-0.513013	-0.648381	0.562512	-0.845418	0.268196	-0.461887
128	-108.207988	34.086163	-7.515287	0.081745	-0.714329	-0.695019	-0.444237	-0.650363	0.616183	-0.892172	0.258383	-0.370495
129	-108.108844	32.656356	-8.909725	0.017856	-0.715407	-0.698480	-0.372246	-0.653126	0.659438	-0.927962	0.248231	-0.277970
130	-108.135123	31.224774	-10.305653	-0.043839	-0.716160	-0.696558	-0.298531	-0.655981	0.693230	-0.953393	0.238334	-0.185039
131	-108.283380	29.791786	-11.692494	-0.104292	-0.716846	-0.689387	-0.224242	-0.658369	0.718516	-0.968937	0.229525	-0.092085
132	-108.552129	28.357373	-13.059598	-0.164509	-0.717597	-0.676751	-0.150415	-0.659823	0.736212	-0.974840	0.222907	0.000610
133	-108.941952	26.921378	-14.395487	-0.225559	-0.718417	-0.658027	-0.079881	-0.659521	0.747430	-0.970949	0.221153	0.091373
134	-109.455920	25.483944	-15.687016	-0.289425	-0.718660	-0.632266	-0.016577	-0.656674	0.753992	-0.957057	0.228706	0.178145
135	-110.105182	24.049810	-16.919748	-0.361166	-0.714510	-0.599195	0.035186	-0.652551	0.756927	-0.931838	0.252293	0.260820
136	-110.904403	22.630219	-18.078804	-0.438710	-0.703892	-0.558631	0.071772	-0.647109	0.759012	-0.895758	0.292893	0.334413
137	-111.860803	21.239110	-19.149875	-0.517483	-0.685995	-0.511490	0.090655	-0.638336	0.764401	-0.850878	0.349196	0.392517
138	-112.971801	19.890784	-20.121846	-0.592499	-0.661316	-0.460008	0.090709	-0.622171	0.777609	-0.800448	0.419005	0.428623
139	-114.225605	18.597227	-20.988996	-0.659750	-0.631601	-0.407198	0.073459	-0.593466	0.801499	-0.747886	0.498877	0.437936
