"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
30	-303.281200	10.104818	24.266226	-0.546577	-0.056752	-0.835484	-0.836600	-0.006838	0.547772	-0.036801	0.998365	-0.043741
31	-303.544873	10.076420	23.842403	-0.507830	-0.056823	-0.859581	-0.860758	-0.006723	0.508970	-0.034700	0.998362	-0.045496
32	-303.788813	10.048014	23.406923	-0.467659	-0.056782	-0.882083	-0.883315	-0.006574	0.468734	-0.032415	0.998365	-0.047082
33	-304.012322	10.019656	22.960611	-0.426129	-0.056628	-0.902888	-0.904166	-0.006388	0.427133	-0.029955	0.998375	-0.048479
34	-304.214741	9.991406	22.504340	-0.383322	-0.056355	-0.921894	-0.923210	-0.006160	0.384246	-0.027333	0.998392	-0.049667
35	-304.395458	9.963321	22.039038	-0.339335	-0.055963	-0.938999	-0.940345	-0.005885	0.340172	-0.024563	0.998415	-0.050628
36	-304.553911	9.935463	21.565678	-0.294283	-0.055449	-0.954108	-0.955473	-0.005557	0.295027	-0.021661	0.998446	-0.051345
37	-304.689594	9.907893	21.085280	-0.248281	-0.054812	-0.967136	-0.968509	-0.005170	0.248927	-0.018644	0.998483	-0.051802
38	-304.802064	9.880672	20.598904	-0.201456	-0.054051	-0.978005	-0.979374	-0.004719	0.201998	-0.015534	0.998527	-0.051985
39	-304.890945	9.853863	20.107648	-0.153945	-0.053167	-0.986648	-0.988002	-0.004198	0.154383	-0.012350	0.998577	-0.051883
40	-304.955932	9.827526	19.612639	-0.105901	-0.052161	-0.993008	-0.994335	-0.003599	0.106232	-0.009115	0.998632	-0.051484
41	-304.996794	9.801722	19.115029	-0.057485	-0.051034	-0.997041	-0.998329	-0.002916	0.057708	-0.005853	0.998693	-0.050781
42	-305.013379	9.776511	18.615990	-0.008836	-0.049762	-0.998722	-0.999958	-0.002144	0.008954	-0.002587	0.998759	-0.049740
43	-305.005615	9.751858	18.116709	0.039875	-0.049537	-0.997976	-0.999204	-0.001293	-0.039860	0.000684	0.998771	-0.049549
44	-304.973514	9.726718	17.618423	0.088440	-0.051106	-0.994770	-0.996073	-0.000449	-0.088533	0.004078	0.998693	-0.050945
45	-304.917234	9.700781	17.122328	0.136591	-0.052621	-0.989229	-0.990599	0.000359	-0.136799	0.007553	0.998615	-0.052077
46	-304.837001	9.674118	16.629577	0.184231	-0.054006	-0.981398	-0.982820	0.001130	-0.184561	0.011077	0.998540	-0.052870
47	-304.733098	9.646796	16.141305	0.231254	-0.055261	-0.971323	-0.972784	0.001866	-0.231708	0.014617	0.998470	-0.053326
48	-304.605859	9.618879	15.658622	0.277556	-0.056384	-0.959053	-0.960538	0.002564	-0.278136	0.018141	0.998406	-0.053448
49	-304.455670	9.590434	15.182611	0.323042	-0.057374	-0.944644	-0.946138	0.003224	-0.323749	0.021620	0.998348	-0.053242
50	-304.282961	9.561527	14.714328	0.367621	-0.058230	-0.928151	-0.929639	0.003844	-0.368451	0.025022	0.998296	-0.052720
51	-304.088208	9.532226	14.254800	0.411204	-0.058952	-0.909635	-0.911103	0.004423	-0.412155	0.028321	0.998251	-0.051892
52	-303.871928	9.502597	13.805024	0.453717	-0.059540	-0.889155	-0.890590	0.004960	-0.454781	0.031488	0.998214	-0.050775
53	-303.634678	9.472709	13.365965	0.495076	-0.059994	-0.866776	-0.868164	0.005453	-0.496247	0.034498	0.998184	-0.049385
54	-303.377050	9.442626	12.938557	0.535213	-0.060314	-0.842561	-0.843892	0.005900	-0.536481	0.037328	0.998162	-0.047741
55	-303.099675	9.412417	12.523702	0.574059	-0.060501	-0.816575	-0.817838	0.006299	-0.575414	0.039957	0.998148	-0.045864
56	-302.803213	9.382147	12.122269	0.611551	-0.060557	-0.788884	-0.790070	0.006648	-0.612981	0.042365	0.998143	-0.043778
57	-302.488356	9.351882	11.735094	0.647627	-0.060481	-0.759554	-0.760655	0.006946	-0.649119	0.044535	0.998145	-0.041507
58	-302.155827	9.321687	11.362981	0.682232	-0.060275	-0.728647	-0.729659	0.007188	-0.683773	0.046452	0.998156	-0.039076
59	-301.806377	9.291628	11.006700	0.715308	-0.059940	-0.696234	-0.697152	0.007373	-0.716885	0.048103	0.998175	-0.036513
60	-301.440781	9.261769	10.666989	0.746804	-0.059477	-0.662379	-0.663201	0.007498	-0.748404	0.049479	0.998202	-0.033846
61	-301.059843	9.232172	10.344552	0.776670	-0.058888	-0.627149	-0.627874	0.007560	-0.778278	0.050572	0.998236	-0.031102
62	-300.664389	9.202902	10.040060	0.804859	-0.058173	-0.590608	-0.591238	0.007557	-0.806462	0.051378	0.998278	-0.028312
63	-300.255271	9.174020	9.754151	0.831321	-0.057336	-0.552828	-0.553365	0.007485	-0.832905	0.051893	0.998327	-0.025505
64	-299.833363	9.145587	9.487428	0.856012	-0.056376	-0.513872	-0.514321	0.007341	-0.857566	0.052118	0.998383	-0.022711
65	-299.399561	9.117664	9.240463	0.878889	-0.055296	-0.473811	-0.474177	0.007123	-0.880401	0.052057	0.998445	-0.019960
66	-298.954784	9.090311	9.013790	0.899908	-0.054097	-0.432712	-0.433003	0.006827	-0.901367	0.051715	0.998512	-0.017281
67	-298.499971	9.063586	8.807910	0.919026	-0.052781	-0.390647	-0.390871	0.006450	-0.920423	0.051101	0.998585	-0.014703
68	-298.036083	9.037548	8.623289	0.936203	-0.051351	-0.347688	-0.347853	0.005989	-0.937530	0.050226	0.998663	-0.012256
69	-297.564099	9.012254	8.460356	0.951399	-0.049808	-0.303908	-0.304022	0.005441	-0.952649	0.049103	0.998744	-0.009966
70	-297.085022	8.987759	8.319501	0.964573	-0.048154	-0.259384	-0.259459	0.004803	-0.965742	0.047751	0.998828	-0.007861
71	-296.599871	8.964117	8.201079	0.975689	-0.046393	-0.214193	-0.214237	0.004073	-0.976773	0.046187	0.998915	-0.005966
72	-296.109683	8.941383	8.105401	0.984710	-0.044525	-0.168416	-0.168440	0.003246	-0.985707	0.044435	0.999003	-0.004304
73	-295.615517	8.919609	8.032741	0.991600	-0.042555	-0.122137	-0.122150	0.002319	-0.992509	0.042519	0.999091	-0.002898
74	-295.118444	8.898845	7.983327	0.996328	-0.040484	-0.075444	-0.075453	0.001291	-0.997149	0.040466	0.999179	-0.001768
75	-294.619555	8.879141	7.957346	0.998872	-0.038299	-0.028052	-0.028067	0.000144	-0.999606	0.038288	0.999266	-0.000931
76	-294.119947	8.860448	7.952970	0.999315	-0.037007	-0.000840	-0.000854	-0.000364	-1.000000	0.037007	0.999315	-0.000396
77	-293.620289	8.841961	7.952894	0.999316	-0.036979	-0.000242	-0.000245	-0.000084	-1.000000	0.036979	0.999316	-0.000093
78	-293.120631	8.823472	7.952773	0.999316	-0.036979	-0.000242	-0.000242	-0.000000	-1.000000	0.036979	0.999316	-0.000009
79	-292.620973	8.804983	7.952652	0.999316	-0.036979	-0.000242	-0.000242	0.000000	-1.000000	0.036979	0.999316	-0.000009
